street,state,city,postcode,safety_flag
204 Live Oak Lane,FL,Largo,33770,FALSE
108 Charles Bancroft Hwy,NH,Litchfield,03052-2501,FALSE
2404 Colter Ct,TX,Fort Worth,76108-6957,FALSE
2340 quimby ave,NY,bronx,10473,FALSE
5451 Evening Mist Dr,TN,Arlington,38002-5016,FALSE
16814 Cornell St,OH,East Liverpool,43920-9747,FALSE
1021 Hollywood Ave,TX,Dallas,75208-7836,FALSE
4467 Dawes Street,CA,San Diego,92109,FALSE
1 Linden St,NY,Massena,13662-2552,FALSE
137 N Oak Knoll Ave,CA,Pasadena,91101,FALSE
3595 Highway 70 W,AR,Kirby,71950-9026,FALSE
6648 Alamo Gadsden Rd,TN,Gadsden,38337-3913,FALSE
480 Sweet Home Church Rd,GA,Milan,31060-3151,FALSE
22 E Brewton St,GA,Mc Rae Helena,31055-3201,FALSE
611 Little Creek Dr,TX,Duncanville,75116-3171,FALSE
1022 Chamberlain St,TX,Corpus Christi,78404-2607,FALSE
166 CRESTWOOD DRIVE,MA,GARDNER,1440,FALSE
835 MARKET ST STE 700,CA,SAN FRANCISCO,94103-1906,FALSE
5 Dargan Ave,SC,Greenwood,29646-2315,FALSE
2071 N WHITEWATER CLUB DR,CA,PALM SPRINGS,92262,FALSE
4309 Enright Ct,FL,Winter Park,32792-8948,FALSE
8132 s. euclid avenue,IL,Chicago,60617,FALSE
434 S Westmoreland Rd,TX,Dallas,75211-5133,FALSE
210 Shenandoah Dr,AL,Hoover,35226-1590,FALSE
1920 SW Carlson road,KS,Topeka,66615,FALSE
135 Mitchell St,TX,Terrell,75160-3300,FALSE
5027 bass ct,MD,waldorf,20603,FALSE
1915 Cypress Run Dr,TX,Sugar Land,77478,FALSE
1449 Whitehall Road,MD,Annapolis,21409,FALSE
541 NW 53rd St,FL,Boca Raton,33487-3732,FALSE
7030 Bradberry Ct,CA,Lemon Grove,91945-3546,FALSE
3101 E Barnhart Rd,CA,Denair,95316-8502,FALSE
9612 Stonybrook Drive,CA,Anaheim,92804,FALSE
401 Vincent St,TX,Cedar Hill,75104-2895,FALSE
11 Baldwin Blvd,NY,Bayville,11709,TRUE
525 Merlot Ct,SC,Myrtle Beach,29579-7129,FALSE
12863 Hawkins Rd,MI,Burt,48417,TRUE
1547 N 400 W,UT,Logan,84341,FALSE
8509 Waycross Dr,NV,Las Vegas,89134-8671,FALSE
126 Brookline Ave,NJ,Somerset,08873-2101,FALSE
8315 Eglise Ave,CA,Pico Rivera,90660-5221,FALSE
600 W 59th St,MO,Kansas City,64113-1135,FALSE
160 Aviation Way,CA,Watsonville,95076-2095,FALSE
2011 Garnet Dr,MO,Columbia,65202-1965,FALSE
2401 Lakeshore Dr,TN,Old Hickory,37138-2597,FALSE
1506 Colony Park Dr,MS,Pearl,39208-6296,FALSE
251 Oakridge Rd,NY,Grand Island,14072-2577,FALSE
402 green hill road,PA,Parkesburg,19365,FALSE
3842 Division street,CA,Los Angeles,90065,FALSE
804 Rosecrest Ave,KY,Campbellsville,42718-1927,FALSE
1196 Cornwell Rd,KY,Scottsville,42164-7427,FALSE
38. Zinnia Drive,LA,Covington,70433,FALSE
10069 South Fairgate Way,CO,Littleton,80126,FALSE
435 Lewis Street,CA,Los Angeles,90042,FALSE
2656 Pikake St,CA,San Diego,92154,FALSE
1023 wapello st,CA,Altadena,91001,TRUE
3824 W Sunland Ave,AZ,Phoenix,85041,FALSE
1291 Monica Ct,CA,Hollister,95023-4417,FALSE
30 Camp Pinecliffe Road,ME,Harrison,4040,FALSE
4248 147th St,NY,Flushing,11355,FALSE
7770 Pipers Ln,TX,San Antonio,78251-1656,FALSE
375 S 9th St,CA,San Jose,95112-3668,FALSE
6350 Cottage St,CA,Huntington Park,90255-3522,FALSE
1920 E Coral Ave,CA,Orange,92865-4745,FALSE
4233 Raleigh Ave Apt 104,VA,Alexandria,22304-5386,FALSE
1364 e 3900 s,UT,Millcreek,84124,FALSE
1313 Arroyo Drive,KY,Frankfort,40601,FALSE
21237 County Road 1291,TX,Flint,75762,FALSE
84 Carroll Ave.,MA,Westwood,2090,FALSE
5506 Walsh Ave,IN,East Chicago,46312,FALSE
2686 Phipps Avenue,CA,Simi Valley,93065,FALSE
14002 North 60th Street,AZ,Scottsdale,85254,FALSE
1815 Gardiner Lane A8,KY,Louisville,40205,FALSE
5619 W Barry Ave Apt 2,IL,Chicago,60634-5344,FALSE
4639 E Avenue R6,CA,Palmdale,93552,FALSE
2621 West Westwood Lane,WA,Spokane,99224,FALSE
6088 Preston Rd,TX,Denison,75020,FALSE
1515 Ponderosa Trl,NC,Cameron,28326-9651,FALSE
644 16th St Apt D,CA,Richmond,94801-2873,FALSE
2226 Lake Worth Rd,FL,Lake Worth,33461-3233,FALSE
1005 Ralston Rd,TN,Martin,38237-8181,FALSE
7869 NE 10th St,OK,Midwest City,73110-3674,FALSE
77 Archer Dr,NC,Bunnlevel,28323-9195,FALSE
4347 Moore Rd,MI,Allegan,49010,FALSE
7210 Healy rd,WY,CHEYENNE,82009,FALSE
8449 W Buckhorn Trl,AZ,Peoria,85383-4817,FALSE
4000 Olentangy River Rd,OH,Delaware,43015-9091,TRUE
8770 sw Wooten Way,FL,Kinard,32449,FALSE
52 Lantana Ct,TX,Lake Jackson,77566,FALSE
419 E 57th St,NY,New York,10022-3060,FALSE
8311 Sedona Ridge Dr,TX,Cypress,77433,FALSE
16601 N. 12th St.,AZ,Phoenix,85022,FALSE
36 Sylvia Rd,MA,Medford,02155-4533,FALSE
12591 Crabapple Rd,GA,Milton,30004,FALSE
1120 E Moyamensing Ave,PA,Philadelphia,19147-5327,FALSE
952 Viewpoint St,CA,Upland,91784-8034,FALSE
1323 Orange Street,WI,River Falls,54022,FALSE
2545 Sanford Ave SW,VA,Roanoke,24014-1123,FALSE
21 William Penn Sq,DE,New Castle,19720-3613,FALSE
3646 N Hickory Rd,IN,Decatur,46733,FALSE
1537 N 59th St,WI,Milwaukee,53208-2145,FALSE
223 SW Trafalgar Pkwy,FL,Cape Coral,33991-3441,FALSE
51 Horton Dr,NY,Huntington Station,11746-4238,FALSE
119 Baltimore St,OH,Middletown,45044-4115,FALSE
365 Poplar Springs Rd,MS,Mendenhall,39114-8811,FALSE
5714 South 42nd Street,OK,Enid,73701,FALSE
6698 Maple Spring Court,NC,Denver,28037,FALSE
15253 Old Cheney Highway,FL,Orlando,32828,FALSE
1115 kennesaw ridge road. #604,MO,Columbia,65202,FALSE
1632 W Firefly St,KS,Haysville,67060-5507,FALSE
11105 BIGELOW RD,MI,DAVISBURG,48350,FALSE
332 Scarborough Lane,SC,Lexington,29072,FALSE
433 s 475 e,UT,Kanab,84741,FALSE
299 Hatfield Rd,PA,Smock,15480-1039,FALSE
1423 rabbit view way,CA,Hemet,92545,FALSE
6396 Quail Cir,PA,Fayetteville,17222-9413,FALSE
12341 Diamond Dr,IN,Plymouth,46563-8614,FALSE
3222 Panorama Drive,TN,Nashville,37218,FALSE
8051 Sylvester,MI,Detroit,48214,FALSE
1505 Chalgrove Dr,CA,Corona,92882-4740,FALSE
1513 Nassau St,FL,Panama City,32409-3328,FALSE
3619 Hilltop Ln,TX,Plano,75023-8042,FALSE
887 SAPPHIRE FLAME DR,OH,DELAWARE,43015,FALSE
11065 Highway 137,MO,Licking,65542-9108,FALSE
189 Batson Rd,MS,Petal,39465-4421,TRUE
512 Robin Dr,NC,Monroe,28112-6507,FALSE
3400 Arizona Drive,FL,Northeast Pensacola,32504,FALSE
2410 Vail Avenue,CA,Redondo Beach,90278,FALSE
5883 Marstone Ln,CA,Goleta,93117,FALSE
695 Palisade Avenue,NJ,Cliffside Park,7010,FALSE
2975 Mallory Cir,FL,Kissimmee,34747-1850,FALSE
4303 West Sandra Circle,AZ,Glendale,85308,FALSE
9424 Roundup Drive,CA,Montclair,91763,FALSE
9 Mill Pond Road,CT,New Fairfield,6812,FALSE
1927 7th Ave W Apt 2,WA,Seattle,98119-5803,FALSE
1220 NW State St,WA,Pullman,99163,FALSE
200 Weeks Mills Rd,ME,South China,4358,FALSE
140 E 2ND STREET APT 4B,NY,Brooklyn,11218,FALSE
756 s. Kenneth ave,IL,Chicago,60624,FALSE
532 Pleasant Grove Rd,TN,Bluff City,37618-1734,FALSE
1873 Strauss Lane,CA,Redding,96003,FALSE
3665 Teton Dr - #622 Tamarack,WY,Wilson,83014,FALSE
7785 Notley Rd,MD,Pasadena,21122-1860,FALSE
1218 S Gilbert St,CA,Hemet,92543-7910,FALSE
95 Grantwood Drive,MA,Amherst,1002,FALSE
39 Bentley Ln,NY,Staten Island,10307-1251,FALSE
505 Lawndale Dr,SC,Gaston,29053-8145,TRUE
122 Emerson Street,MA,Springfield,1118,TRUE
316 36th St NE,DC,Washington,20019-1416,FALSE
4402 Mimosa St,NM,Carlsbad,88220-9030,FALSE
57 Kupalaiki Loop,HI,Kihei,96753,FALSE
6700 Rushleigh Road,OH,Englewood,45322,FALSE
281 Ouachita Road 144,AR,Louann,71751,FALSE
316 Burr Knot Way,CA,Brentwood,94513,FALSE
1100 North Road Southeast,OH,Warren,44484,FALSE
33983 L street,CA,Barstow,92311,FALSE
504 Moherman Ave,OH,Youngstown,44509-1846,FALSE
532 Windsor St,PA,Reading,19601-2242,FALSE
21941 Lynette Ln,CA,Santa Clarita,91350-3912,FALSE
6623 Chasethorn Dr,TX,San Antonio,78249-4857,FALSE
2747 Brandon St,TX,Dallas,75211-5504,FALSE
51 N Sussex Dr,NC,Smithfield,27577,FALSE
6701 Park Ave S,MN,Richfield,55423,FALSE
12163 Stone East Drive,TX,Houston,77035,FALSE
17301 Biscayne Blvd Apt 1403,FL,Aventura,33160-5072,FALSE
1836 Roswell St SE,GA,Smyrna,30080-2271,FALSE
1812 Rodeo Drive,TX,Anna,75409,FALSE
4142 NE 30th St,FL,Homestead,33033-5178,FALSE
603 Sir Charles Dr,GA,Fairburn,30213-1007,FALSE
6058 Amberly Rd,GA,Rex,30273-1204,FALSE
233 Memory Ln,TX,Harker Heights,76548-7479,FALSE
9539 Sophia Ave,CA,North Hills,91343-1919,FALSE
412 E Novak Ln,WA,Kent,98032-2045,FALSE
14 Clearview Ave,MA,Worcester,1605,FALSE
2200 S Ocean Ln Apt 2105,FL,Fort Lauderdale,33316-3832,FALSE
3813 Kennedy Ave,CA,Bakersfield,93309-6031,FALSE
9544 Saddlebag Row,MD,Columbia,21045-4333,FALSE
5777 W San Gabriel Ave,CA,Fresno,93722-7523,FALSE
981 Whitney Ranch Drive,NV,Henderson,89014,TRUE
118 Spoonbill Rd,FL,Tavernier,33070-2441,FALSE
218 Nob Hill Way,MD,Odenton,21113,FALSE
201 S Riverheath Way,WI,Appleton,54915,FALSE
462 Westbourne St,CA,LA JOLLA,92037,FALSE
1211 8th St,IA,Boone,50036-2928,FALSE
15677 Burwood Rd,CA,Victorville,92394,FALSE
1826 Waverly Way,IL,Montgomery,69538,FALSE
9008 Jena Rd,FL,Spring Hill,34608,FALSE
1000 Piccadilly Loop,VA,Yorktown,23692-2670,FALSE
6900 Centennial Way,CA,Sacramento,95842,FALSE
11427 Porter Ranch Drive,CA,Porter Ranch,91326,FALSE
116 Pequawket Trl,NH,Freedom,03836-4434,FALSE
142 Bane Place,KY,Winchester,40391,FALSE
3604 Baker Dr,NC,Sanford,27332-8817,FALSE
5072 Cape May Avenue,CA,San Diego,92107,FALSE
4220 6th St NE,MN,Columbia Heights,55421,FALSE
30 Heath St,MA,Quincy,2171,FALSE
166 Whitcomb Ave,MA,Littleton,01460-1417,TRUE
11037 Mayfield St,MI,Livonia,48150-5726,FALSE
310 E Ayers St,OK,Edmond,73034-4507,FALSE
746 Candlelite Ct,IN,Fort Wayne,46807-3606,FALSE
220 Werner St,PA,Wernersville,19565-1906,FALSE
15223 smith prairie rd se,WA,Yelm,98597,FALSE
8459 E. 23rd St.,AZ,Tucson,85710,FALSE
3702 Regency Dr,PA,Reading,19608-1903,FALSE
6200 Bullhead Rd,NC,Apex,27502-7111,FALSE
904 N 1st Ave,IN,Evansville,47710-1940,FALSE
6005 Helen Dr.,PA,Allentown,18104,FALSE
86 Pecan Run,FL,Ocala,34472,FALSE
7166 Dalark Dr.,LA,Baton Rouge,70812,FALSE
2419 Silver Creek Drive,IL,Franklin Park,60131,FALSE
9 Calico Ln,NY,Claverack,12513-5019,FALSE
9158 W Coolbrook Ave,AZ,Peoria,85382-3111,FALSE
2134 Mellwood Ct,OH,Toledo,43613,FALSE
2805 N COURSE DR APT 205,FL,POMPANO BEACH,33069-3095,FALSE
1206 Stern Way,FL,Valrico,33594,FALSE
11 Karen Dr,CT,New Fairfield,06812-4613,FALSE
8403 Greystone Dr,FL,Lakeland,33810-2081,FALSE
11 Myrtle Ave.,CT,Danbury,6810,FALSE
17 Beverly Ann Dr.,RI,North Providence,2911,FALSE
1121 Arlington boulevard,VA,Arlington,22209,FALSE
5302 Harvest Gold Dr,CA,Stockton,95219-2432,FALSE
2617 East 300 North,ID,Saint Anthony,83445,FALSE
410 E 15th Ave Apt 4,OR,Eugene,97401-4387,FALSE
24 Forest Dr,NH,Belmont,03220-4045,FALSE
299 Scott Rd,NC,Cameron,28326-8457,FALSE
2680 San Vicente Ave,CA,Long Beach,90815-1348,FALSE
25 Laura Dr,MO,Saint Peters,63376-3641,FALSE
20401 Soledad Canyon Rd,CA,Canyon Country,91351-7092,FALSE
4049 Barrymore Drive,CA,San Jose,95117,FALSE
401 Southwest Pkwy Apt 914,TX,College Station,77840-4725,FALSE
1129 E 33rd St,CA,Oakland,94610-4026,TRUE
8208 Scottsdale Dr,CA,Sacramento,95828-4531,FALSE
861 Gilchrist Walkway Apt 3,CA,San Jose,95133-1345,TRUE
1309 Mullins St,MD,Silver Spring,20904-1550,FALSE
4059 South Warner Road,PA,Lafayette Hill,19444,FALSE
137 Park Drive,MA,Boston,2215,FALSE
139 Pleasant Valley Road,TN,Ethridge,38456,FALSE
8202 Masters Way,GA,Alpharetta,30005,FALSE
11249 Wildwood Dr,IN,Osceola,46561-9371,FALSE
17 Foster st,MA,Brockton,2301,FALSE
9529 Appalachian Dr,CA,Sacramento,95827-1108,FALSE
4125 N 139th Ave,NE,Omaha,68164,FALSE
3609 cypress street,FL,Palm beach gardens,33410,FALSE
66 Daniels Rd,PA,Honesdale,18431-3075,FALSE
140 Fairmont Ave,NY,Hastings on Hudson,10706-3211,TRUE
1501 Marshall St,TX,Houston,77006,FALSE
1260 Lynwood St,CA,La Habra,90631-7407,FALSE
12244 Tierra Arroyo Dr,TX,El Paso,79938-4480,FALSE
12868 Stone Tower Loop,FL,Fort Myers,33913,FALSE
1041 Dorchester Ave,MA,Dorchester,02125-1402,FALSE
6803 E Main St,AZ,Scottsdale,85251,FALSE
1802 7th Ave,NE,Kearney,68845-5816,FALSE
1344 University Ave Apt 5AS,NY,Bronx,10452,FALSE
18 Osborn Street,NJ,Keyport,7735,FALSE
169 Christina Dr,KY,Salvisa,40372,FALSE
10 Rose Hill Park,NY,Cornwall,12518-1424,FALSE
2011 Sound Ave,NY,Calverton,11933-1279,FALSE
113 Riverbend drive,NJ,North Brunswick,8902,FALSE
872 Del Avion Lane,CA,San Jose,95138,FALSE
25 Adela Ct,NY,Yorktown Heights,10598-2505,FALSE
2938 Hearthstone Dr,CO,Fort Collins,80528,FALSE
120 Clara St,MA,New Bedford,02744-2248,FALSE
17 Pennsylvania Ave,NY,Brooklyn,11207-2431,FALSE
12605 1st Ave,MN,Burnsville,55337,FALSE
248 N Pearl Ave,OH,Lancaster,43130-3103,FALSE
1604 Northwest 179th Street,OK,Edmond,73012,FALSE
7877 Dersingham Dr,CA,Sacramento,95829-1484,FALSE
307 Jackson St,MI,Petoskey,49770-2306,FALSE
7818 Horse Holw,TX,San Antonio,78244-3508,FALSE
257 15th St,NY,Brooklyn,11215-8700,FALSE
257 15th St,NY,Brooklyn,11215-8700,FALSE
14632 Cicotte Ave,MI,Allen Park,48101,FALSE
2152 Maple Hill Ct,FL,Lakeland,33811-1483,FALSE
4123 North Cooper Lake Road,GA,Smyrna,30082,FALSE
633 legends drive,AL,Montgomery,36116,FALSE
7 Still Water Circle,PA,Dillsburg,17019,FALSE
8111 Butternut Ct,WI,Kewaskum,53040-9353,FALSE
301 S Forrest Ave,MO,Liberty,64068-1912,FALSE
1480 Paseo Verde Pkwy #3107,NV,Henderson,89012,FALSE
1860 Linbrook Drive,CA,San Diego,92111,FALSE
6241 SW 78th St Apt 311,FL,South Miami,33143-4948,TRUE
2665 McGuire Dr NW,GA,Kennesaw,30144,FALSE
34-317 Valley Rd,NJ,Montclair,7042,FALSE
601 Saint Maron Pl,MI,Detroit,48207-3913,FALSE
425 Peatree Ct.,SC,Florence,29505,FALSE
156 Beulah Church Road,GA,Carrollton,30117,FALSE
1 Penton Ridge Ct,NC,Greensboro,27455,FALSE
6604 Mountain Oaks Way,NC,Wake Forest,27587-4492,FALSE
6619 Zelzah Ave,CA,Reseda,91335-5624,FALSE
17657 Iberia Ave,MN,Lakeville,55044-8444,FALSE
906 Holbech Ln,TX,Channelview,77530-4732,FALSE
1158 Chateau Ter,GA,McDonough,30253-4651,FALSE
3843 oneida st trlr 38,NY,New Hartford,13413,FALSE
2201 Oakland Farms Trail,MI,Portage,49024,FALSE
305 South Euclid Ave,IN,Bloomington,47403,FALSE
170 E 630 N,UT,Orem,84057-4075,FALSE
36021 E HWY 80,AR,DANVILLE,72833,FALSE
"260 St. James Pl, Apt 4D",NY,Brooklyn,11238,FALSE
1106 Riverwood Dr,AL,Valley,36854-4313,FALSE
1112 Hummingbird Ln,FL,Brandon,33511,FALSE
1398 Agnes Pl,TN,Memphis,38104-4726,FALSE
13964 Edgewater Ct,IL,Plainfield,60544-6085,FALSE
1878 E Kohn Ave,CA,Tulare,93274-6079,FALSE
80 Crestview Rd,VA,Lawrenceville,23868-3327,FALSE
618 Ellis Cole Road,KY,Bowling Green,42101,FALSE
2007 Fowl Rd,OH,Elyria,44035-4477,FALSE
322 S Chestnut Ave,WI,Green Bay,54303-1530,FALSE
5473 Schlack Dr,PA,Gap,17527-9697,FALSE
6 Deer Creek Dr,SC,Piedmont,29673-9598,FALSE
4541 N Carlisle St,PA,Philadelphia,19140-1118,TRUE
509 Manilla Street,MS,Greenville,38701,FALSE
348 Stone Ridge Lane,OH,Middletown,45044,FALSE
5805 Stuart Ave,MD,Baltimore,21215-4141,FALSE
25306 57th Ave,NY,Flushing,11362-2110,FALSE
269B Belmont Ave,ME,Belfast,04915-7559,FALSE
330 Goldridge Rd,AL,Ranburne,36273,FALSE
1437 Belleaire St,CA,Oceanside,92054-5501,FALSE
171 Minyard Ln,MS,Brandon,39042-9222,FALSE
320 North Alden Drive,IN,Vincennes,47591,FALSE
3541 Debbie Dr,MO,Festus,63028,FALSE
1529 E. Greenway St,AZ,Mesa,85203,FALSE
5103 N WINCHESTER AVE,IL,Chicago,60640,FALSE
5347 Midnight Run,KY,Independence,41051,FALSE
2101 S 7th St Apt 1,IN,Terre Haute,47802-3030,TRUE
904 Bay Drive,FL,New Smyrna Beach,32168,FALSE
977 Pirates Ct,MD,Edgewood,21040-1339,FALSE
3908 W Angel Ct,KS,Wichita,67217-7034,FALSE
105 Dunwoody Dr,NC,Pikeville,27863-8337,FALSE
3122 Kenland Drive,CA,South San Jose,95111,FALSE
62 festa rd,MA,Revere,2151,FALSE
8703 Spring Ct,FL,Leesburg,34788-3425,FALSE
2146 s alma st,CA,san pedro,90731,FALSE
16605 Janine Dr,CA,Whittier,90603-1608,FALSE
2511 80th St,TX,Lubbock,79423-2217,FALSE
2182 shurtleff ave,CA,Napa,94559,FALSE
2235 Peregrine Ct,TX,Grand Prairie,75052-4142,FALSE
4719 Park St,FL,Jacksonville,32205-7328,FALSE
1415 5th St,FL,Orange City,32763-4102,FALSE
230 Main st,CT,East hartford,6118,FALSE
4710 Goodrich rd,NY,Clarence,14031,FALSE
6926 Robin Willow Drive,TX,Dallas,75248,FALSE
177 Coach Rd,SC,Cheraw,29520-6858,FALSE
181 Pin Oak Dr,TX,Mabank,75156-7159,FALSE
157 Main St,NH,Pembroke,03275-1205,FALSE
154 old schuylerville road,NY,Saratoga sorings,12866,FALSE
450 Warrenville Road,IL,Lisle,60532,FALSE
5151 Harper Rd,AL,Northport,35473-1024,FALSE
115 Huron Ave,VA,Lynchburg,24503-4103,FALSE
3 Constitution Place,CT,Groton,6340,FALSE
3783 Emerald Avenue,FL,Saint James City,33956,FALSE
39625 Anza Rd,CA,Temecula,92591-5002,FALSE
41 Church Street,NH,Pembroke,3275,FALSE
59 Robinson Rd,NH,Hudson,03051-3151,FALSE
422 Mayhew Hudson Rd,VA,Green Bay,23942-2430,FALSE
2900 se hickory ln,WA,Port orchard,98366,FALSE
380 S James St,CA,Orange,92869,FALSE
417 7th St N,MN,Sartell,56377-1569,FALSE
9042 Candyland Avenue,NV,Las Vegas,89178,FALSE
1246 E Washington St,MA,Hanson,02341-1222,FALSE
100 Florentia St,WA,Seattle,98109-1711,FALSE
6863 Cedral Place,CA,Lemon Grove,91945,FALSE
12767 SW 49th court,FL,Miramar,33027,FALSE
9800 Richmond Dr N,AL,Mobile,36695-8777,FALSE
6329 N 44th ST,AZ,Paradise Valley,85253,FALSE
3321 Newkirk Dr,TX,Plano,75075-6230,FALSE
600 Bluff Canyon Cir,TX,El Paso,79912-5146,FALSE
905 Shadowlake Rd,OK,Norman,73071-6843,FALSE
1010 w san ysidro blvd,CA,San diego,92173,FALSE
266 Vining Way,GA,Richmond Hill,31324,FALSE
8324 Peekskill Ln,TX,Houston,77075-3012,FALSE
200 Statford Lane,NY,Middletown,10940,FALSE
925 Tupelo Dr,OR,Nyssa,97913-3401,FALSE
8747 W McLellan Rd,AZ,Glendale,85305-2077,FALSE
3830 Palo solo,TX,San Antonio,78223,FALSE
7425 Sepulveda Blvd,CA,Van Nuys,91405-1669,FALSE
5111 Glen Ridge Dr,TX,San antonio,78229,FALSE
47 Sharrotts Ln,NY,Staten Island,10309-1947,FALSE
354 West Main Street,ID,Rexburg,83440,FALSE
8304 Paisley Ln,CA,Fontana,92335-0525,FALSE
12021 Foley Dr,TX,Del Valle,78617-3499,FALSE
6732 Hillpark Ave,CO,Parker,80134,FALSE
2793 Virgo Cir,CA,Riverside,92503-6049,FALSE
6221 Osprey Lake Cir,FL,Riverview,33578-8909,FALSE
12751 Fair Lakes Cir Apt 219,VA,Fairfax,22033-4951,TRUE
63 Cross Bow Lane,NY,Commack,11725,FALSE
12199 Dapple Gray Ct,VA,Woodbridge,22192-6283,FALSE
1271 N Newell Rd,IN,Vincennes,47591-8944,FALSE
2540 Buccaneer Drive,LA,Marrero,70072,FALSE
60 Wiese Albert Rd,CT,Higganum,06441-4038,FALSE
N8799 Whippoorwill Road,WI,Birnamwood,54414,FALSE
4530 Wheeler Peak Way,TX,Katy,77449-0811,FALSE
13300 Walsingham Rd. #65,FL,Largo,33774,FALSE
1307 Prospect Circle,OK,Wynnewood,73098,FALSE
3174 Circleville St,FL,North Port,34286-9398,FALSE
1270 Holly Street,PA,Westmoreland City,15692,FALSE
595 New Haven Rd,CT,Durham,6422,FALSE
1905 Woodette Rd,OH,Columbus,43232-6805,FALSE
650 S JOHNSON ST,IA,IOWA CITY,52242,FALSE
3101 Illinois Avenue,LA,KENNER,70065,TRUE
532 River Rd,ME,Buxton,04093-3917,FALSE
870 Franklin Rd,OH,Lebanon,45036-4117,FALSE
3210 Sweetwater Ave,AZ,Lake Havasu City,86406-9015,FALSE
1004 Washington Blvd,MI,Lake Odessa,48849-1074,FALSE
1267 Graves Springs Road,GA,Leesburg,31763,FALSE
2751 E Blackmore Rd,MI,Mayville,48744-9715,FALSE
2919 Pecan Springs Rd,TX,Austin,78723-4630,FALSE
8223 Morris Rd.,OH,Hilliard,43026,FALSE
25837 Racing Sun Drive,VA,Aldie,20105,FALSE
2401 Nottingham Way,GA,Albany,31707-2466,FALSE
519 North Vanderhorst Street,SC,Winnsboro,29180,FALSE
5630 Tallantworth Xing,GA,Cumming,30040-5284,FALSE
426 S Loretta Dr,CA,Orange,92869-4602,FALSE
3812 Chapin Dr,MI,Highland,48356-2312,FALSE
4572 Howell Farms Road,GA,Acworth,30101,FALSE
301 Brown Rd,SC,Simpsonville,29681-5121,FALSE
3675 Trotwood Dr,SC,Florence,29501-8589,FALSE
8250 Rancho Dorado Rd,CA,Paramount,90723-2491,FALSE
400 Benedict Dr,CT,South Windsor,06074-3228,FALSE
85 Balsam St,SC,Beaufort,29906-3493,FALSE
1132 Savannah Drive,TX,Nevada,75173,FALSE
615 Himes Ave,MD,Frederick,21703-6207,FALSE
928 E GLENOAKS BLVD,CA,GLENDALE,91207,FALSE
3027 Highley Rd.,PA,Audubon,19403,FALSE
69 Camelot Dr,NY,Buffalo,14224-4354,FALSE
1885 SW Filmont Ave,OR,Portland,97229,FALSE
304 1/2 Via Vis,CA,Montebello,90640-3828,FALSE
302 Summer Court,GA,Woodstock,30188,FALSE
801 Crown Heights Ln,OK,Purcell,73080-9717,FALSE
319 US Highway 11,NY,Gouverneur,13642-3517,FALSE
89 Hendricks Avenue,NY,Staten Island,10301,FALSE
2573 West 132nd Avenue,CO,Broomfield,80020,FALSE
PMB 620 7231 Boulder Ave,CA,Highland,92346-3372,FALSE
131 Yorkshire dr,PA,Mechanicsburg,17055,FALSE
2415 Maple Cross St,MD,Accokeek,20607-3734,FALSE
1910 Rudolph Ln,MD,Lusby,20657-4041,FALSE
1206 SE Ankeny St 206,OR,Portland,97214-1418,FALSE
400 E 56th St,NY,New York,10022-4147,TRUE
3401 South Jones Street,TX,Fort Worth,76110,FALSE
5054 Walford Lane,UT,Herriman,84096,FALSE
1157 46th St,NY,Brooklyn,11219-2031,FALSE
2425 Nostrand Avenue,NY,Brooklyn,11210,FALSE
3545 Mentone Ave,CA,Los Angeles,90034-4826,FALSE
1512 Rolling Road,MD,Bel Air,21014,FALSE
2811 Sw Archer Road,FL,Gainesville,32608,FALSE
14807 Condon Ave,CA,Lawndale,90260-1253,FALSE
115 Perry St,NY,New York,10014-2324,FALSE
12009 Coit Rd,TX,Dallas,75251,FALSE
25302 Lane Pl,CA,Madera,93638-0435,FALSE
658 Rosewood St,NY,Bronx,10467-6308,FALSE
1824 Felts Pkwy,SC,Fort Mill,29715,FALSE
857 La Gran Via Ln,FL,Apopka,32703-2609,FALSE
4606 Tumbling Water,TX,San Antonio,78238-3629,FALSE
206 Skyline Dr,WA,Cashmere,98815-1253,FALSE
20375 Short St,CA,Stratford,93266,FALSE
7301 Beaverland,MI,Detroit,48239-1083,FALSE
813 S Springdale Rd,MD,New Windsor,21776-9725,FALSE
5814 Toofer Winds Court,NV,Las Vegas,89131,FALSE
15049 E Chandler Heights Rd,AZ,Chandler,85249-9587,FALSE
13532 SW 64th Ln,FL,Miami,33183-5013,FALSE
15760 NW 27th Pl,FL,Miami Gardens,33054-2209,FALSE
20318 Rosegold Way,TX,Spring,77379,FALSE
4907 Fremont Ave N,WA,Seattle,98103-6529,FALSE
245 Grand View Dr,RI,Warwick,2886,FALSE
185 Seaside Dr,RI,Jamestown,02835-3050,TRUE
2008 WALNUT STREET,PA,HOLMES,19043,FALSE
30 Pink St,NJ,Hackensack,07601-5239,FALSE
7552 Sandy Brook CV,TN,Memphis,38125-3596,FALSE
10875 East 112th Street North,OK,Owasso,74055,FALSE
29460 salemchurch road,GA,Metter,30439,FALSE
105 Grattan St,CA,San Francisco,94117-4208,FALSE
5586 Fox Ridge Trl,FL,Orlando,32818-1240,FALSE
420 Plymouth Rd,IN,Valparaiso,46385-8213,FALSE
W237N7372 Monterey Court,WI,Sussex,53089,FALSE
605 82nd St SW,NM,Albuquerque,87121-8586,FALSE
